epoch,train_loss,eval_loss,eval_top1,eval_top5,lr
0,5.212580845451355,4.854888762950897,4.83,16.03,1e-05
1,5.113542498970031,4.64558031797409,7.04,21.47,1.0099000000000001e-05
2,5.064753045654297,4.515514358043671,7.96,24.2,1.0198000000000001e-05
3,5.021449052429199,4.418045492649078,9.63,27.04,1.0297000000000002e-05
4,4.987625654220581,4.353329750061035,10.2,28.9,1.0396e-05
5,4.958566455173492,4.2969285078048705,11.47,30.72,1.0495e-05
6,4.947955196666718,4.246120504856109,11.92,31.57,1.0594e-05
7,4.922125207614899,4.183813883781433,12.58,33.39,1.0693e-05
8,4.899111829471588,4.144201763629914,12.86,34.02,1.0792000000000001e-05
9,4.881369073963166,4.088123753070831,14.19,36.36,1.0891000000000001e-05
10,4.858756464099884,4.048950241565704,14.51,36.83,1.0990000000000002e-05
11,4.847611474323273,4.0090028607845305,14.87,37.95,1.1089000000000002e-05
12,4.824094908761978,3.9552706842422487,16.49,39.72,1.1188e-05
13,4.807340224170685,3.894824460506439,17.46,40.86,1.1287e-05
14,4.796596021652221,3.8593440461158752,18.26,41.76,1.1386e-05
15,4.778416409873962,3.807395586013794,18.33,42.21,1.1485000000000001e-05
16,4.75732736749649,3.760516530990601,19.2,43.55,1.1584000000000001e-05
17,4.738601792192459,3.703881584644318,20.14,44.96,1.1683000000000001e-05
18,4.7266113440990445,3.670540552377701,21.21,46.11,1.1782e-05
19,4.704749050855637,3.6359041707515716,21.31,46.48,1.1881e-05
20,4.687866485834122,3.6128661386966705,22.12,46.84,1.198e-05
21,4.669535736083985,3.532005705833435,23.24,48.45,1.2079e-05
22,4.651650871086121,3.526511317253113,23.02,49.22,1.2178000000000001e-05
23,4.645898453378678,3.466368509531021,24.9,50.87,1.2277000000000001e-05
24,4.630257287979126,3.43306649851799,25.07,50.87,1.2376000000000001e-05
25,4.627749452161789,3.3868696389198303,26.22,52.12,1.2475000000000002e-05
26,4.600092322254181,3.355724043130875,26.97,53.12,1.2574e-05
27,4.583744071483612,3.3415559368133545,27.36,53.81,1.2673e-05
28,4.572759972572326,3.2997261648178102,27.55,54.1,1.2772e-05
29,4.565740914344787,3.3230890959501265,26.61,53.74,1.2871000000000001e-05
30,4.545970679616928,3.2460075330734255,28.43,55.39,1.2970000000000001e-05
31,4.5357013689517975,3.170791702389717,30.34,56.93,1.3069000000000001e-05
32,4.518523998689652,3.17154586482048,29.96,57.36,1.3168e-05
33,4.50495306558609,3.126802233695984,30.54,57.92,1.3267e-05
34,4.497511666345597,3.1296321663856506,31.08,58.37,1.3366e-05
35,4.48350928645134,3.068122026205063,32.52,58.92,1.3465e-05
36,4.47732618317604,3.019286838054657,32.92,60.44,1.3564000000000001e-05
37,4.465798610019684,3.006492070913315,33.44,60.86,1.3663000000000001e-05
38,4.445116414117813,2.9813606332540514,34.11,61.28,1.3762000000000001e-05
39,4.443914724969864,2.9850483174324034,33.91,61.24,1.3861000000000002e-05
40,4.428190385961533,2.9438071817159654,34.41,61.9,1.3960000000000002e-05
41,4.425794872379303,2.943778164386749,34.93,61.52,1.4059e-05
42,4.410076490497589,2.9115378233194353,35.51,63.07,1.4158e-05
43,4.4056776471138,2.881723042845726,36.24,63.39,1.4257000000000001e-05
44,4.387801019239426,2.862296603679657,36.51,63.72,1.4356000000000001e-05
45,4.3826977280139925,2.8580607213974,36.28,63.52,1.4455e-05
46,4.3690262815952305,2.8407629623413087,36.91,63.83,1.4554e-05
47,4.362437405586243,2.8010613638162614,37.42,64.99,1.4653e-05
48,4.358345212268829,2.8157728021144868,37.6,63.87,1.4752e-05
49,4.344872191429138,2.7460269553661347,38.14,65.32,1.4851e-05
