epoch,train_loss,eval_loss,eval_top1,eval_top5,lr
0,5.243636188678034,4.958129106903076,4.1,13.92,1e-05
1,5.110733568592047,4.375465256500244,9.04,26.37,0.000175
2,4.982650607862484,4.2692631736755375,11.98,31.95,0.00034
3,4.922129709803035,4.128951816558838,13.72,35.12,0.000505
4,4.895276571510696,4.239287356567383,12.31,32.47,0.00067
5,4.87633944504087,4.036782810211181,14.56,36.95,0.000835
6,4.829841684592976,3.952691608428955,14.66,38.71,0.0009990232305719944
7,4.756722079349083,3.7083184833526612,20.5,44.78,0.0009986706662261067
8,4.668609211142634,3.5718057319641114,22.83,49.38,0.0009982639653285047
9,4.641535348379352,3.498436365509033,24.15,51.45,0.0009978031724785245
10,4.613286550463238,3.545619260406494,23.52,49.57,0.0009972883382072953
11,4.601379203582695,3.230761618423462,28.99,56.81,0.0009967195189721962
12,4.561628674728159,3.3790627349853515,25.87,52.96,0.0009960967771506667
13,4.540932402110131,3.118412781906128,30.4,58.53,0.0009954201810333646
14,4.495654456746715,3.118140811538696,30.85,59.34,0.0009946898048166792
15,4.48239899414297,3.219208790588379,31.03,58.61,0.0009939057285945933
16,4.458173470368917,2.9594894428253173,33.54,61.68,0.0009930680383499
17,4.440774255922295,3.023669373321533,35.13,62.8,0.0009921768259447746
18,4.416257068533904,2.8279915615081785,37.25,65.23,0.000991232189110701
19,4.408942644635785,3.000936008834839,34.58,62.77,0.0009902342314377524
20,4.380152863210661,2.876943980407715,36.96,64.74,0.0009891830623632338
21,4.383183217384446,2.9702086460113524,36.75,64.85,0.00098807879715968
22,4.336312449390543,2.8510117027282713,36.84,65.54,0.0009869215569222143
23,4.340022170894735,2.794535131454468,39.33,67.15,0.00098571146855527
24,4.324889667666065,2.776438023376465,38.73,66.41,0.0009844486647586723
25,4.324869195721977,2.700922285461426,40.9,68.11,0.0009831332840130886
26,4.304123556110221,2.6897880374908447,41.5,69.08,0.0009817654705648407
27,4.305823165689632,2.648467889404297,40.94,68.34,0.0009803453744100868
28,4.297457744308989,2.6659366161346436,41.26,70.18,0.0009788731512783732
29,4.28374415384212,2.76266356048584,40.14,67.27,0.000977348962615557
30,4.282371465894233,2.8918901939392088,39.24,65.75,0.0009757729755661011
31,4.274209319095148,2.6183945335388183,42.59,69.89,0.000974145362954745
32,4.307102955562968,2.6270858039855955,42.13,70.23,0.0009724663032675533
33,4.284276924884273,2.6150936058044434,43.5,70.72,0.0009707359806323416
34,4.246189940448913,2.7127741779327392,42.78,70.16,0.0009689545847984864
35,4.232959401897523,2.6386985313415527,43.51,70.69,0.0009671223111161148
36,4.222054127694397,2.565385237121582,45.0,71.47,0.0009652393605146844
