epoch,train_loss,eval_loss,eval_top1,eval_top5,lr
81,4.002255096530915,2.337348045706749,47.68,73.29,1.8019e-05
82,3.9912809329509735,2.359463469386101,47.74,73.04,1.8118e-05
83,3.9905753633975984,2.3695100812911987,48.2,73.03,1.8217e-05
84,3.9759399708747862,2.306373301267624,48.77,73.87,1.8316e-05
85,3.9696444920539857,2.2663646895885465,49.16,74.09,1.8415e-05
86,4.06127642788887,2.270637675523758,49.24,74.6,1.8514e-05
87,4.0748703866004945,2.3059172073602676,49.46,73.83,1.8613e-05
88,4.063624768400192,2.264424757003784,49.72,74.28,1.8712e-05
89,4.041479393720627,2.2522342026233675,49.73,74.48,1.8811e-05
90,4.047935955905914,2.231980706691742,49.71,74.88,1.891e-05
91,4.026934845972061,2.188227484405041,50.28,75.31,1.9009e-05
92,4.038462921857834,2.2908203144073487,49.18,74.29,1.9108e-05
93,4.0154036340236665,2.222741851091385,50.21,75.21,1.9207e-05
94,4.014152247619629,2.226161356925964,50.44,75.22,1.9306e-05
95,4.021114933252335,2.2631580002307894,50.02,74.81,1.9405e-05
96,4.0104567084789275,2.2538679263591765,50.49,75.41,1.9504e-05
97,3.9994786002635956,2.218616358876228,51.03,75.57,1.9603000000000002e-05
98,3.9963166844844817,2.1874114447832107,51.53,75.87,1.9702000000000002e-05
99,3.996824372243881,2.1687409006357194,51.47,76.03,1.9801000000000002e-05
100,3.979340505695343,2.2803343799114226,50.41,74.79,1.9900000000000003e-05
101,3.972318191242218,2.2039018796682357,50.75,75.57,1.9999000000000003e-05
102,3.9587626013755797,2.211732213139534,51.43,75.61,2.0098000000000003e-05
103,3.954907404088974,2.2046280426979066,51.07,75.68,2.0197000000000003e-05
104,3.9616908686161043,2.1405417137145997,52.06,76.45,2.0296e-05
105,3.952682643699646,2.260909142971039,51.11,75.37,2.0395e-05
106,3.9762858301639556,2.1439828169345856,52.1,76.54,2.0494e-05
107,3.9776361087799073,2.1591848058700562,52.42,76.65,2.0593e-05
108,3.9680368693351746,2.166883244395256,52.33,76.68,2.0692e-05
109,3.968029840707779,2.170432620406151,52.12,76.47,2.0791e-05
110,3.975933757925034,2.2630669196248054,51.16,75.75,2.089e-05
111,3.956801902580261,2.189588544487953,52.04,76.23,2.0989e-05
112,3.957610282564163,2.0975348126888274,53.31,77.46,2.1088e-05
113,3.947764835691452,2.1212597601413727,53.55,77.37,2.1187e-05
114,3.9392338536262512,2.100967829346657,53.08,77.73,2.1286e-05
115,3.941263872051239,2.1974950165748597,52.03,76.53,2.1385e-05
116,3.9356686930179596,2.1283547158241274,53.62,77.74,2.1484e-05
117,3.9350992961883544,2.0449897094368934,54.39,78.32,2.1583e-05
118,3.9334313697338104,2.075526594161987,54.2,78.2,2.1682e-05
119,3.905012737464905,2.0982225878238676,53.58,77.8,2.1781e-05
120,3.920764963579178,2.0520183786153794,53.88,78.02,2.188e-05
121,3.907401782989502,2.0635722824335097,54.39,78.1,2.1979e-05
122,3.9146280652046204,2.100577687859535,54.18,77.54,2.2078e-05
123,3.9048667826652528,2.0323116540908814,55.51,78.56,2.2177e-05
124,3.9057490045070646,2.072412740111351,54.37,78.23,2.2276e-05
125,3.8871836705207823,2.0590935312509537,54.02,78.21,2.2375000000000002e-05
126,3.893035591983795,2.080584653258324,54.41,77.95,2.2474000000000002e-05
127,3.87950121588707,2.0741281418800352,53.88,78.12,2.2573000000000002e-05
128,3.8810943145751953,2.0348845242261886,55.13,78.61,2.2672000000000002e-05
